Initial Configuration,Initial term,Initial J,Final configuration,Final term,Final J,Wavelength (nm),Wavelength error (nm),Wavelength w/uncertainty (nm),Matrix element (a.u),Matrix el. uncertainty (a.u),Matrix el. w/uncertainty (a.u),Transition rate (s-1),Transition rate uncertainty,Transition rate w/uncertainty (s-1),Branching ratio,Branching ratio uncertainty,Branching ratio w/uncertainty,Lifetime reference,Matrix Element Reference
12s,2S,1/2,7p,2P,3/2,2259.9886,0.0055,2259.989(6),0.9367728,0.0067151,0.9368(67),77017.08665737853,1104.1684935210076,7.70(11)E+04,0.06944093872156386,0.0010041712404956762,0.0694(10),,
12s,2S,1/2,8p,2P,1/2,4065.0886,0.0178,4065.09(2),1.3328955,0.0089421,1.3329(89),26792.884803816043,359.49520427679084,2.679(36)E+04,0.024157276684750633,0.0003445721929953925,0.02416(34),,
12s,2S,1/2,8p,2P,3/2,4096.4786,0.0181,4096.48(2),1.8362906,0.0136256,1.836(14),49692.1804754082,737.4497744230373,4.969(74)E+04,0.04480397544358587,0.0006833475098067844,0.04480(68),,
12s,2S,1/2,9p,2P,1/2,7485.0243,0.0603,7485.02(6),2.855954,0.0184891,2.856(18),19704.25762942325,255.12639517641713,1.970(26)E+04,0.01776595565975749,0.00024732902400710004,0.01777(25),,
12s,2S,1/2,9p,2P,3/2,7548.7593,0.0614,7548.76(6),3.9358015,0.0283722,3.936(28),36481.85795715914,525.9777724103164,3.648(53)E+04,0.0328931484272027,0.0004948319593006557,0.03289(49),,
12s,2S,1/2,10p,2P,1/2,15599.1396,0.2621,15599.1(3),7.9366286,0.0455682,7.937(46),16811.539939042745,193.04897170256203,1.681(19)E+04,0.015157793749269902,0.0001917235930305974,0.01516(19),,
12s,2S,1/2,10p,2P,3/2,15779.0678,0.2682,15779.1(3),11.004042,0.071753,11.004(72),31224.66321621394,407.2104388959535,3.122(41)E+04,0.028153102371223655,0.00039072988222414387,0.02815(39),,
12s,2S,1/2,11p,2P,1/2,55138.6461,3.2745,55139(3),60.729353,0.127612,60.73(13),22287.755002392143,93.75168216993782,2.2288(94)E+04,0.020095315163600354,0.00014081522023881324,0.02010(14),,
12s,2S,1/2,11p,2P,3/2,56692.2349,3.4616,56692(3),87.705443,0.200764,87.71(20),42768.07188924019,195.95498609204677,4.277(20)E+04,0.03856098936216568,0.0002767117114213905,0.03856(28),,
12p,2P,1/2,12s,2S,1/2,72155.7988,26.1155,72160(30),80.351146,0.194296,80.35(19),17410.35975128193,86.29554668926123,1.7410(86)E+04,0.04285272836208205,0.0005468128291853559,0.04285(55),,
12p,2P,3/2,12s,2S,1/2,70358.6179,24.8308,70360(20),112.12773,0.29964,112.13(30),18284.432140775585,99.62232304835747,1.828(10)E+04,0.04212931849394198,0.0005185906358483957,0.04213(52),,
13p,2P,1/2,12s,2S,1/2,27018.3373,3.6616,27018(4),9.4995528,0.0680435,9.500(68),4635.192483350084,66.42875061627134,4.635(66)E+03,0.015303578684263628,0.0002884052476328408,0.01530(29),,
13p,2P,3/2,12s,2S,1/2,26829.8638,3.6107,26830(4),14.147724,0.092275,14.148(92),5249.586183537245,68.51102307121552,5.250(69)E+03,0.0162397886008493,0.00028077003437660205,0.01624(28),,
12p,2P,1/2,4d,2D,3/2,764.6516,0.003,764.652(3),0.1598777,0.0030591,0.1599(31),57919.15938969964,2216.450560266667,5.79(22)E+04,0.14255845598504552,0.004912098203959009,0.1426(49),,
12p,2P,1/2,5d,2D,3/2,1485.23,0.0112,1485.23(1),0.4533617,0.007668,0.4534(77),63554.43244730558,2149.8750202669116,6.36(21)E+04,0.15642875097225656,0.0047618377033368,0.1564(48),,
12p,2P,1/2,6d,2D,3/2,2669.2484,0.0363,2669.25(4),0.999511,0.0151926,1.000(15),53216.40245658366,1617.7835842466575,5.32(16)E+04,0.13098339560222494,0.003756341974014493,0.1310(38),,
12p,2P,1/2,7d,2D,3/2,4643.8471,0.11,4643.8(1),2.0742397,0.0289518,2.074(29),43523.26388533637,1214.981001504822,4.35(12)E+04,0.10712533407428346,0.00293899504090426,0.1071(29),,
12p,2P,1/2,8d,2D,3/2,8250.4166,0.3471,8250.4(3),4.5146264,0.0582378,4.515(58),36766.585767821285,948.5749207612006,3.677(95)E+04,0.09049488552892364,0.0023693858510425744,0.0905(24),,
12p,2P,1/2,9d,2D,3/2,16349.353,1.363,16349(1),11.982353,0.141076,11.98(14),33282.79733063141,783.7640495318157,3.328(78)E+04,0.08192011500708718,0.0020133772524212703,0.0819(20),,
12p,2P,1/2,10d,2D,3/2,48569.6246,11.8327,48570(10),65.170192,0.861719,65.17(86),37552.69181652406,993.4672015198072,3.755(99)E+04,0.09242975588485464,0.0024643670860864247,0.0924(25),,
11d,2D,3/2,12p,2P,1/2,123426.3145,765.5018,123400(800)*,144.17234,0.66605,144.17(67),5599.4829545325065,116.32442862682943,5.60(12)E+03,0.006418481324742552,0.0003029590493008721,0.00642(30),,
12d,2D,3/2,12p,2P,1/2,34364.2612,59.3396,34360(60)*,1.834554,1.3742886,1.8(14),42.009477703339364,62.940083975764956,4.2(63)E+01,0.00006273022581522496,0.00009400595547538241,<0.00016,,
12p,2P,3/2,4d,2D,3/2,764.4447,0.003,764.445(3),0.0719989,0.0012334,0.0720(12),5877.88139841448,201.38583630671357,5.88(20)E+03,0.013543277450284366,0.00048195860288963074,0.01354(48),,
12p,2P,3/2,4d,2D,5/2,764.4186,0.003,764.419(3),0.2161227,0.0035686,0.2161(36),52968.08663444536,1749.2093702015723,5.30(17)E+04,0.12204422727796042,0.0037591133686974824,0.1220(38),,
12p,2P,3/2,5d,2D,3/2,1484.4495,0.0112,1484.45(1),0.2031781,0.0031398,0.2032(31),6392.412927947625,197.56955590734432,6.39(20)E+03,0.014728814004878044,0.0004775942514412729,0.01473(48),,
12p,2P,3/2,5d,2D,5/2,1485.1025,0.0112,1485.10(1),0.6104029,0.0090204,0.6104(90),57619.729119158386,1702.9839040097777,5.76(17)E+04,0.13276211702425442,0.0036742426273639415,0.1328(37),,
12p,2P,3/2,6d,2D,3/2,2666.7285,0.0363,2666.73(4),0.4473627,0.0062853,0.4474(63),5345.5258412026,150.20594721190258,5.35(15)E+03,0.012316672399106226,0.00036836203773190355,0.01232(37),,
12p,2P,3/2,6d,2D,5/2,2668.3388,0.0363,2668.34(4),1.3440119,0.0180182,1.344(18),48160.45899503825,1291.3067027199147,4.82(13)E+04,0.11096693078543346,0.0029015306388287076,0.1110(29),,
12p,2P,3/2,7d,2D,3/2,4636.2255,0.1096,4636.2(1),0.9276823,0.0122288,0.928(12),4374.336587615227,115.326293931842,4.37(12)E+03,0.010078946826484716,0.0002860368455936117,0.01008(29),,
12p,2P,3/2,7d,2D,5/2,4639.467,0.1098,4639.5(1),2.7868932,0.0350243,2.787(35),39395.234725900074,990.2037324773007,3.940(99)E+04,0.0907709016136088,0.0022988878051630355,0.0908(23),,
12p,2P,3/2,8d,2D,3/2,8226.3903,0.3451,8226.4(3),2.0160461,0.0252865,2.016(25),3698.1141062536367,92.76924687130233,3.698(93)E+03,0.008520856749051349,0.00023224611539783777,0.00852(23),,
12p,2P,3/2,8d,2D,5/2,8233.2513,0.3456,8233.3(3),6.0568796,0.0723965,6.057(72),33295.92484183819,795.9682300381126,3.330(80)E+04,0.0767174288713051,0.0018918948945911352,0.0767(19),,
12p,2P,3/2,9d,2D,3/2,16255.2728,1.3473,16255(1),5.3266993,0.060214,5.327(60),3346.115210913519,75.65479308923294,3.346(76)E+03,0.0077098130449251056,0.00019315456822613752,0.00771(19),,
12p,2P,3/2,9d,2D,5/2,16273.6578,1.3504,16274(1),16.009538,0.172312,16.01(17),30123.773498625487,648.492761074307,3.012(65)E+04,0.06940844748100172,0.0015879886995695475,0.0694(16),,
12p,2P,3/2,10d,2D,3/2,47748.6511,11.4361,47750(10),28.329788,0.375527,28.33(38),3734.312367913783,99.03710311239594,3.734(99)E+03,0.008604261477328717,0.0002457251652616429,0.00860(25),,
12p,2P,3/2,10d,2D,5/2,47862.4624,11.4907,47860(10),85.275729,1.068538,85.3(11),33594.87905326672,842.2613809206615,3.359(84)E+04,0.07740625185970355,0.001981949510078329,0.0774(20),,
11d,2D,3/2,12p,2P,3/2,129065.5653,837.0501,129100(800)*,65.021272,0.280517,65.02(28),996.063610924838,21.200054647322805,9.96(21)E+02,0.0011417510753920074,0.00005420470219135899,0.001142(54),,
11d,2D,5/2,12p,2P,3/2,128468.6536,829.3255,128500(800)*,194.92913,0.79822,194.93(80),6051.708871666914,127.24880559765214,6.05(13)E+03,0.006733053873576621,0.0003383057597970249,0.00673(34),,
12d,2D,3/2,12p,2P,3/2,34787.4487,60.8101,34790(60)*,1.4898389,0.6438061,1.49(64),26.706575206654524,23.081921870590296,2.7(23)E+01,0.00003987932212095927,0.00003449544829272525,0.000040(34),,
12d,2D,5/2,12p,2P,3/2,34751.1815,60.6834,34750(60)*,4.2032581,1.8336757,4.2(18),142.16066560120356,124.03771099143795,1.4(12)E+02,0.00020614816036317886,0.0001800102304441843,0.00021(18),,
11d,2D,3/2,4f,2F,5/2,1747.5179,0.1527,1747.5(2)*,0.4212012,0.0024082,0.4212(24),16839.20588100043,192.60548277861866,1.684(19)E+04,0.019302162243963798,0.0008474703837446411,0.01930(85),,
11d,2D,3/2,5f,2F,5/2,3089.535,0.4774,3089.5(5)*,1.106627,0.0040563,1.1066(41),21034.416396669247,154.5097225587004,2.103(15)E+04,0.02411097773047008,0.0010379683832343136,0.0241(10),,
11d,2D,3/2,6f,2F,5/2,5300.7036,1.4052,5301(1)*,2.4842524,0.0065961,2.4843(66),20989.311202741555,112.70320388278047,2.099(11)E+04,0.024059275305938287,0.0010290393991304744,0.0241(10),,
11d,2D,3/2,7f,2F,5/2,9321.4888,4.3454,9321(4)*,5.67126,0.0192387,5.671(19),20114.562066188028,139.33895074603342,2.011(14)E+04,0.02305658254976894,0.0009910813443141503,0.02306(99),,
11d,2D,3/2,8f,2F,5/2,18352.0249,16.8432,18350(20)*,15.583781,0.136024,15.58(14),19902.197018253828,351.7299554259292,1.990(35)E+04,0.02281315630751377,0.0010454291009192403,0.0228(10),,
11d,2D,3/2,9f,2F,5/2,54611.9819,160.6108,54600(200)*,86.647492,3.535464,86.6(35),23348.31247059465,1916.4584913069273,2.33(19)E+04,0.026763311679600794,0.002420359141952633,0.0268(24),,
11d,2D,5/2,4f,2F,5/2,1747.408,0.1527,1747.4(2)*,0.1124875,0.0006554,0.11249(66),800.8324090847876,9.334341520754647,8.008(93)E+02,0.0008909958936257971,0.000042019216223521996,0.000891(42),,
11d,2D,5/2,4f,2F,7/2,1747.4,0.1527,1747.4(2)*,0.5030524,0.0029318,0.5031(29),16016.42117495456,186.73529441509964,1.602(19)E+04,0.017819665307719695,0.0008395165040713642,0.01782(84),,
11d,2D,5/2,5f,2F,5/2,3089.1914,0.4773,3089.2(5)*,0.2955979,0.0011402,0.2956(11),1000.8852182138493,7.735287674797164,1.0009(77)E+03,0.0011135720898689083,0.00005161055272828694,0.001114(52),,
11d,2D,5/2,5f,2F,7/2,3089.1733,0.4772,3089.2(5)*,1.3219338,0.0051031,1.3219(51),20017.445178867485,154.82602549153668,2.002(15)E+04,0.022271153431007207,0.0010316119493073638,0.0223(10),,
11d,2D,5/2,6f,2F,5/2,5299.6923,1.4046,5300(1)*,0.6636509,0.0019174,0.6637(19),999.1793879732952,5.827999512311442,9.992(58)E+02,0.0011116742049652577,0.00005121404648695364,0.001112(51),,
11d,2D,5/2,6f,2F,7/2,5299.6474,1.4046,5300(1)*,2.9678953,0.008586,2.9679(86),19983.53386809938,116.70974161074287,1.998(12)E+04,0.022233424140460166,0.001023951529059762,0.0222(10),,
11d,2D,5/2,7f,2F,5/2,9318.3618,4.3425,9318(4)*,1.5149529,0.0054544,1.5150(55),957.8458191182573,7.02600385512798,9.578(70)E+02,0.0010656870050206075,0.00004932329239388355,0.001066(49),,
11d,2D,5/2,7f,2F,7/2,9318.2576,4.3424,9318(4)*,6.7749805,0.0244206,6.775(24),19157.02271673448,140.6769269474185,1.916(14)E+04,0.021313858406671177,0.000985995862066896,0.02131(99),,
11d,2D,5/2,8f,2F,5/2,18339.9082,16.821,18340(20)*,4.1609532,0.036303,4.161(36),947.7859078112031,16.742615616556936,9.48(17)E+02,0.0010544944763927156,0.000051657610806911374,0.001054(52),,
11d,2D,5/2,8f,2F,7/2,18339.74,16.8207,18340(20)*,18.607991,0.162437,18.61(16),18955.51144763668,335.02602587248316,1.896(34)E+04,0.021089659546524333,0.0010305142594250415,0.0211(10),,
11d,2D,5/2,9f,2F,5/2,54504.8237,159.9812,54500(200)*,23.072761,0.909174,23.07(91),1110.223394224396,88.04037958062156,1.110(88)E+03,0.0012352203457796126,0.00011294900362245874,0.00124(11),,
11d,2D,5/2,9f,2F,7/2,54501.8531,159.9637,54500(200)*,103.17887,4.06637,103.2(41),22205.665092427353,1761.1764199087875,2.22(18)E+04,0.024705738913830266,0.0022191220449298784,0.0247(22),,
13s,2S,1/2,5p,2P,1/2,500.381,0.025,500.38(3)*,0.1287824,0.000345,0.12878(35),134105.87477318087,718.8036125220606,1.3411(72)E+05,0.16353315407820443,0.0008563862055421956,0.16353(86),,
13s,2S,1/2,5p,2P,3/2,506.4015,0.0256,506.40(3)*,0.180787,0.000552,0.18079(55),254968.56063974826,1557.479710851268,2.550(16)E+05,0.3109171241209225,0.0014650025858375987,0.3109(15),,
13s,2S,1/2,6p,2P,1/2,1130.1173,0.1277,1130.1(1)*,0.2790575,0.0012049,0.2791(12),54658.05106634685,472.36293158923337,5.466(47)E+04,0.06665184132883947,0.0005687772840933119,0.06665(57),,
13s,2S,1/2,6p,2P,3/2,1140.1041,0.13,1140.1(1)*,0.3876046,0.0018893,0.3876(19),102702.65042501398,1001.8226663318553,1.027(10)E+05,0.125239020174175,0.001116029986748781,0.1252(11),,
13s,2S,1/2,7p,2P,1/2,2114.7461,0.4472,2114.7(4)*,0.5279843,0.0024804,0.5280(25),29861.01841294855,281.2050050785142,2.986(28)E+04,0.03641351680764245,0.00034605240767944105,0.03641(35),,
13s,2S,1/2,7p,2P,3/2,2130.5562,0.4539,2130.6(5)*,0.7291726,0.0039286,0.7292(39),55695.35732363847,601.2001160976101,5.570(60)E+04,0.06791676700257945,0.000708367294308822,0.06792(71),,
13s,2S,1/2,8p,2P,1/2,3664.6413,1.343,3665(1)*,0.9613401,0.0046167,0.9613(46),19023.7880135641,183.91126702127946,1.902(18)E+04,0.023198238418973675,0.00022872809726911996,0.02320(23),,
13s,2S,1/2,8p,2P,3/2,3690.1322,1.3618,3690(1)*,1.3234319,0.0073785,1.3234(74),35311.38297076329,395.67752100319063,3.531(40)E+04,0.043059872222891954,0.00047724293720792234,0.04306(48),,
13s,2S,1/2,9p,2P,1/2,6231.2673,3.8831,6231(4)*,1.796742,0.0085501,1.7967(86),13516.978302970381,131.1040362685276,1.352(13)E+04,0.01648305191126096,0.0001640575727621143,0.01648(16),,
13s,2S,1/2,9p,2P,3/2,6275.3761,3.9382,6275(4)*,2.4704096,0.0137688,2.470(14),25018.195153760826,282.82694437752957,2.502(28)E+04,0.03050801741354254,0.0003452837843846084,0.03051(35),,
13s,2S,1/2,10p,2P,1/2,10990.5811,12.0799,10990(10)*,3.7276923,0.0168344,3.728(17),10603.651896481813,101.95556463468154,1.060(10)E+04,0.01293044501079373,0.00012810338320839418,0.01293(13),,
13s,2S,1/2,10p,2P,3/2,11079.5958,12.2764,11080(10)*,5.1314334,0.0272866,5.131(27),19612.951381740695,218.5363874572965,1.961(22)E+04,0.02391668378184994,0.00026879037000113843,0.02392(27),,
13s,2S,1/2,11p,2P,1/2,22213.8303,49.3479,22210(50)*,10.139812,0.037948,10.140(38),9502.256862121381,95.23131027707804,9.502(95)E+03,0.011587367355473487,0.00011941346502681137,0.01159(12),,
13s,2S,1/2,11p,2P,3/2,22461.8149,50.4558,22460(50)*,14.053367,0.061888,14.053(62),17654.830571516737,195.79018515388265,1.765(20)E+04,0.02152888628450919,0.00024145117342011917,0.02153(24),,
13s,2S,1/2,12p,2P,1/2,76793.1193,590.455,76800(600)*,76.113359,0.0380567,76.113(38),12959.61683290363,299.21657277850204,1.296(30)E+04,0.01580338683830393,0.0003618649537738251,0.01580(36),,
13s,2S,1/2,12p,2P,3/2,78939.059,623.9159,78900(600)*,109.86315,0.07812,109.863(78),24857.9648387116,590.473840158007,2.486(59)E+04,0.030312627250037305,0.0007031820074341732,0.03031(70),,
13p,2P,1/2,13s,2S,1/2,98706.9391,975.5231,9.9(1)E+04*,98.848218,0.287547,98.85(29),10292.76236864251,310.9906851417645,1.029(31)E+04,0.03398264459410402,0.0010783395558613513,0.0340(11),,
13p,2P,3/2,13s,2S,1/2,96237.1283,927.3155,96200(900)*,137.93859,0.4447,137.94(44),10813.117315269772,320.25829448687983,1.081(32)E+04,0.03345077748544374,0.0010324509514688547,0.0335(10),,
13p,2P,1/2,4d,2D,3/2,751.3497,0.0029,751.350(3),0.1331411,0.0025536,0.1331(26),42338.470555916596,1624.0743592672866,4.23(16)E+04,0.13978494266446453,0.004874711340307951,0.1398(49),,
13p,2P,1/2,5d,2D,3/2,1435.8545,0.0105,1435.85(1),0.367083,0.0062733,0.3671(63),46114.187569071786,1576.1459531909136,4.61(16)E+04,0.1522508720962821,0.004738275778571679,0.1523(47),,
13p,2P,1/2,6d,2D,3/2,2513.8873,0.0322,2513.89(3),0.7742339,0.0119638,0.774(12),38224.713924340154,1181.3308250906462,3.82(12)E+04,0.12620293964616905,0.003722646938763861,0.1262(37),,
13p,2P,1/2,7d,2D,3/2,4193.018,0.0896,4193.02(9),1.4969253,0.0214741,1.497(21),30793.38106894604,883.4933781545853,3.079(88)E+04,0.10166760751271645,0.002896810801926601,0.1017(29),,
13p,2P,1/2,8d,2D,3/2,6927.1746,0.2447,6927.2(2),2.8849458,0.038807,2.885(39),25365.54646567569,682.4172562088597,2.537(68)E+04,0.08374703695719093,0.002306638210655051,0.0837(23),,
13p,2P,1/2,9d,2D,3/2,11859.9342,0.7172,11859.9(7),5.9917772,0.0751718,5.992(75),21802.27369964811,547.0694054805027,2.180(55)E+04,0.07198251469748435,0.0018977118669854332,0.0720(19),,
13p,2P,1/2,10d,2D,3/2,22861.3232,2.6215,22861(3),15.400033,0.178599,15.40(18),20108.35403717968,466.4570387357311,2.011(47)E+04,0.06638985960656328,0.0016567078534571555,0.0664(17),,
13p,2P,1/2,11d,2D,3/2,66440.7681,221.8196,66400(200)*,80.693343,2.707332,80.7(27),22491.00150112691,1525.9047495168859,2.25(15)E+04,0.07425642244561585,0.004740454885956317,0.0743(47),,
12d,2D,3/2,13p,2P,1/2,168152.0094,1420.8061,1.68(1)E+05*,176.03366,0.75824,176.03(76),3301.3575946950627,88.38548407373364,3.301(88)E+03,0.004929718690493671,0.00022099090309647297,0.00493(22),,
13p,2P,3/2,4d,2D,3/2,751.203,0.0029,751.203(3),0.0599647,0.0010256,0.0600(10),4296.617702703659,146.97351503328818,4.30(15)E+03,0.013291745434981699,0.0004742601058358363,0.01329(47),,
13p,2P,3/2,4d,2D,5/2,751.1778,0.0029,751.178(3),0.1799952,0.0029671,0.1800(30),38716.92712908098,1276.4451671287106,3.87(13)E+04,0.11977224296698723,0.0037123290214957287,0.1198(37),,
13p,2P,3/2,5d,2D,3/2,1435.3187,0.0105,1435.32(1),0.1645495,0.0025411,0.1645(25),4638.263954638397,143.25531843780092,4.64(14)E+03,0.014348640724193647,0.00046730383354054146,0.01435(47),,
13p,2P,3/2,5d,2D,5/2,1435.9291,0.0105,1435.93(1),0.4943404,0.0073003,0.4943(73),41808.10737268279,1234.8244668582631,4.18(12)E+04,0.12933492313416753,0.00361402041513973,0.1293(36),,
13p,2P,3/2,6d,2D,3/2,2512.2453,0.0322,2512.25(3),0.3466862,0.0048884,0.3467(49),3839.6734589670414,108.28165173354544,3.84(11)E+03,0.011878171552924302,0.0003584196141652976,0.01188(36),,
13p,2P,3/2,6d,2D,5/2,2513.6744,0.0322,2513.67(3),1.0415005,0.0140311,1.042(14),34593.875696104704,932.0986845234091,3.459(93)E+04,0.10701743119307204,0.0028409370683242664,0.1070(28),,
13p,2P,3/2,7d,2D,3/2,4188.4519,0.0895,4188.45(9),0.6700655,0.0089078,0.6701(89),3095.146778567368,82.29353283134465,3.095(82)E+03,0.009574950789485816,0.0002754360029865402,0.00957(28),,
13p,2P,3/2,7d,2D,5/2,4191.0973,0.0896,4191.10(9),2.0127804,0.0255342,2.013(26),27875.128856738444,707.2519081590349,2.788(71)E+04,0.08623273988233487,0.0022268128244003075,0.0862(22),,
13p,2P,3/2,8d,2D,3/2,6914.7207,0.2438,6914.7(2),1.2906946,0.0163186,1.291(16),2552.2920301833074,64.5391979032242,2.552(65)E+03,0.00789560959067457,0.00021815945716163558,0.00790(22),,
13p,2P,3/2,8d,2D,5/2,6919.5676,0.2441,6919.6(2),3.8768779,0.0467152,3.877(47),22979.188403221648,553.7898073973288,2.298(55)E+04,0.07108696739901035,0.0017875773482524835,0.0711(18),,
13p,2P,3/2,9d,2D,3/2,11823.4755,0.7128,11823.5(7),2.6765574,0.0327036,2.677(33),2195.45717491665,53.65199317306968,2.195(54)E+03,0.006791727796502278,0.00018264708206916828,0.00679(18),,
13p,2P,3/2,9d,2D,5/2,11833.1992,0.714,11833.2(7),8.0404129,0.0935848,8.040(94),19763.210207712164,460.0738830311488,1.976(46)E+04,0.061138220161790276,0.0015097323478943602,0.0611(15),,
13p,2P,3/2,10d,2D,3/2,22726.2397,2.5907,22726(3),6.8475022,0.0763553,6.848(76),2023.433457014717,45.13121091179312,2.023(45)E+03,0.006259566076437489,0.00015653580904064556,0.00626(16),,
13p,2P,3/2,10d,2D,5/2,22751.9897,2.5965,22752(3),20.57904,0.21847,20.58(22),18213.750922355943,386.76978490974705,1.821(39)E+04,0.05634491067794579,0.001302326245007514,0.0563(13),,
13p,2P,3/2,11d,2D,3/2,65312.5204,214.35,65300(200)*,35.081842,1.227244,35.1(12),2237.601588575205,158.0955014154521,2.24(16)E+03,0.006922103095543565,0.000492248546890662,0.00692(49),,
13p,2P,3/2,11d,2D,5/2,65466.4484,215.3616,65500(200)*,105.67156,3.50616,105.7(35),20158.917619868636,1352.4499763295184,2.02(14)E+04,0.06236235564533809,0.003980323502539693,0.0624(40),,
12d,2D,3/2,13p,2P,3/2,175839.6343,1553.6895,1.76(2)E+05*,79.394659,0.323587,79.39(32),587.2723798902639,16.286535463402288,5.87(16)E+02,0.0008769385152968094,0.00003987536345714951,0.000877(40),,
12d,2D,5/2,13p,2P,3/2,174916.9145,1537.4263,1.75(2)E+05*,238.00467,0.92452,238.00(92),3574.3048508375696,98.25429258136639,3.574(98)E+03,0.005183124083312628,0.0002467656159954787,0.00518(25),,
12d,2D,3/2,4f,2F,5/2,1685.6635,0.1421,1685.7(1)*,0.3391679,0.0015657,0.3392(16),12165.336493315172,112.35975865727816,1.217(11)E+04,0.018165765133594976,0.0006753375436463813,0.01817(68),,
12d,2D,3/2,5f,2F,5/2,2901.315,0.421,2901.3(4)*,0.8507024,0.0021795,0.8507(22),15009.906893797068,77.18783908104497,1.5010(77)E+04,0.02241339098673311,0.0008159021696337945,0.02241(82),,
12d,2D,3/2,6f,2F,5/2,4769.8045,1.1378,4770(1)*,1.7756251,0.0020828,1.7756(21),14716.622130567961,36.09562978949366,1.4717(36)E+04,0.021975446493458343,0.0007940497711647885,0.02198(79),,
12d,2D,3/2,7f,2F,5/2,7795.6298,3.0392,7796(3)*,3.5817816,0.0023116,3.5818(23),13716.771424143868,23.892238643457702,1.3717(24)E+04,0.020482429583359746,0.0007392959869276348,0.02048(74),,
12d,2D,3/2,8f,2F,5/2,13247.1562,8.7761,13247(9)*,7.683921,0.0127955,7.684(13),12864.861931314936,49.89510365107724,1.2865(50)E+04,0.019210324387559024,0.0006964484264095037,0.01921(70),,
12d,2D,3/2,9f,2F,5/2,25439.4668,34.851,25440(30)*,20.285533,0.139435,20.29(14),12660.654266159232,181.66055761100645,1.266(18)E+04,0.0189053933660672,0.0007317074785808809,0.01891(73),,
12d,2D,3/2,10f,2F,5/2,74377.0919,282.0753,74400(300)*,109.94232,4.00793,109.9(40),14880.568717684127,1098.0680036967924,1.49(11)E+04,0.022220258069171293,0.0017918895671140684,0.0222(18),,
12d,2D,5/2,4f,2F,5/2,1685.5783,0.1421,1685.6(1)*,0.090583,0.0004304,0.09058(43),578.5790005435784,5.500117631369385,5.786(55)E+02,0.0008390013938272921,0.00003365494109924199,0.000839(34),,
12d,2D,5/2,4f,2F,7/2,1685.5709,0.1421,1685.6(1)*,0.4050937,0.0019253,0.4051(19),11571.401297585442,110.03036241740088,1.157(11)E+04,0.016779768723178688,0.0006724954356153136,0.01678(67),,
12d,2D,5/2,5f,2F,5/2,2901.0625,0.4209,2901.1(4)*,0.2272513,0.0006299,0.22725(63),714.2620454182503,3.9717992503839334,7.143(40)E+02,0.0010357563117583419,0.00004077382598288651,0.001036(41),,
12d,2D,5/2,5f,2F,7/2,2901.0465,0.4209,2901.0(4)*,1.0162837,0.0028196,1.0163(28),14285.055174548632,79.50903268331408,1.4285(80)E+04,0.020714856901280415,0.0008151602111032502,0.02071(82),,
12d,2D,5/2,6f,2F,5/2,4769.122,1.1375,4769(1)*,0.4744015,0.0006801,0.47440(68),700.6366600114419,2.0704715385300427,7.006(21)E+02,0.0010159980465309381,0.00003970925526896437,0.001016(40),,
12d,2D,5/2,6f,2F,7/2,4769.0856,1.1374,4769(1)*,2.1215613,0.0030486,2.1216(30),14012.701205830883,41.50064167925144,1.4013(42)E+04,0.020319914535321913,0.0007941052590943583,0.02032(79),,
12d,2D,5/2,7f,2F,5/2,7793.807,3.0378,7794(3)*,0.9570199,0.0008873,0.95702(89),653.2945656370492,1.4321482971037967,6.533(14)E+02,0.0009473469493955402,0.000036978577180183785,0.000947(37),,
12d,2D,5/2,7f,2F,7/2,7793.7341,3.0377,7794(3)*,4.2798758,0.0039839,4.2799(40),13065.969083460745,28.724683643672314,1.3066(29)E+04,0.0189470517637672,0.000739540355595813,0.01895(74),,
12d,2D,5/2,8f,2F,5/2,13241.8936,8.7691,13242(9)*,2.0528811,0.0039283,2.0529(39),612.9052806950559,2.642867905284347,6.129(26)E+02,0.0008887781691076568,0.000034848760140399006,0.000889(35),,
12d,2D,5/2,8f,2F,7/2,13241.806,8.769,13242(9)*,9.1806576,0.017604,9.181(18),12258.06662216547,52.943215384938846,1.2258(53)E+04,0.017775506839968702,0.0006968438721205389,0.01778(70),,
12d,2D,5/2,9f,2F,5/2,25420.0666,34.7978,25420(30)*,5.4168424,0.0375642,5.417(38),603.2237120631096,8.72541235588978,6.032(87)E+02,0.0008747388597497192,0.00003635908408946372,0.000875(36),,
12d,2D,5/2,9f,2F,7/2,25419.4204,34.7961,25420(30)*,24.224431,0.168098,24.22(17),12064.971296954509,174.6189643310653,1.206(17)E+04,0.017495497978877436,0.0007257969764603149,0.01750(73),,
12d,2D,5/2,10f,2F,5/2,74211.5028,280.8207,74200(300)*,29.274806,1.034787,29.3(10),708.0932096534473,50.69974243148906,7.08(51)E+02,0.0010268108405260662,0.00008363895413276565,0.001027(84),,
12d,2D,5/2,10f,2F,7/2,74205.9958,280.779,74200(300)*,130.9137,4.62825,130.9(46),14163.456676170064,1014.2772061770864,1.42(10)E+04,0.02053852608123497,0.00164776120810772,0.0205(16),,
